date;run 1;error 1;run 2;error 2;run 3;error 3;run 4;error 4
30.05.2000;2857;0;9796;0;8751;0;10718;0
31.05.2000;2893;0;9841;0;8790;0;10754;0
01.06.2000;2941;0;9870;0;8805;1;10758;0
02.06.2000;2953;0;9901;1;8805;1;10770;0
03.06.2000;2960;0;9901;1;8805;1;10801;0
04.06.2000;3007;0;9901;1;8805;1;10829;0
05.06.2000;3011;0;9901;1;8805;0;10847;0
06.06.2000;3041;0;9901;0;8812;0;10857;0
07.06.2000;3085;0;9920;0;8853;0;10874;0
08.06.2000;3086;0;9934;0;8884;0;10888;1
09.06.2000;3096;0;9954;0;8895;0;10888;1
10.06.2000;3124;0;10003;0;8908;0;10888;1
11.06.2000;3127;1;10018;0;8915;0;10888;0
12.06.2000;3127;1;10047;0;8919;0;10913;0
13.06.2000;3127;1;10094;0;8928;0;10925;0
14.06.2000;3127;0;10108;0;8974;0;10971;0
15.06.2000;3128;0;10148;0;9009;0;11011;0
16.06.2000;3156;0;10169;0;9041;0;11047;0
17.06.2000;3163;0;10186;0;9058;0;11091;0
18.06.2000;3195;0;10206;0;9101;0;11117;0
19.06.2000;3235;0;10243;0;9107;0;11149;0
20.06.2000;3271;0;10275;0;9127;0;11193;0
21.06.2000;3303;0;10302;0;9172;0;11220;0
22.06.2000;3342;0;10310;0;9174;0;11221;0
23.06.2000;3376;0;10316;0;9207;0;11271;0
24.06.2000;3383;0;10366;0;9226;0;11316;0
25.06.2000;3385;0;10370;0;9263;0;11344;0
26.06.2000;3435;0;10413;0;9311;0;11374;0
27.06.2000;3457;0;10429;0;9334;0;11424;0
28.06.2000;3502;0;10472;0;9347;0;11436;0
29.06.2000;3539;0;10521;1;9355;0;11473;0
30.06.2000;3586;0;10521;1;9389;0;11516;0
01.07.2000;3618;0;10521;1;9426;1;11523;0
02.07.2000;3642;0;10521;0;9426;1;11539;0
03.07.2000;3676;0;10534;0;9426;1;11561;0
04.07.2000;3692;0;10550;0;9426;1;11562;0
05.07.2000;3723;0;10573;0;9426;0;11563;0
06.07.2000;3753;0;10592;0;9473;0;11610;0
07.07.2000;3782;0;10640;0;9501;0;11631;1
08.07.2000;3785;0;10661;0;9521;0;11631;1
09.07.2000;3813;0;10669;0;9537;0;11631;1
10.07.2000;3842;0;10672;0;9540;0;11631;1
11.07.2000;3890;1;10698;0;9549;0;11631;0
12.07.2000;3890;1;10728;0;9558;0;11658;0
13.07.2000;3890;1;10751;0;9578;0;11671;0
14.07.2000;3890;1;10791;0;9592;0;11716;0
15.07.2000;3890;0;10841;0;9601;0;11739;0
16.07.2000;3904;0;10869;0;9640;0;11751;0
17.07.2000;3929;0;10890;0;9684;0;11757;0
18.07.2000;3946;0;10938;0;9724;0;11758;0
19.07.2000;3960;0;10965;1;9749;0;11767;0
20.07.2000;4005;0;10965;1;9754;0;11806;0
21.07.2000;4051;0;10965;1;9778;0;11846;0
22.07.2000;4068;0;10965;0;9781;0;11866;0
23.07.2000;4088;0;11010;0;9822;0;11893;0
24.07.2000;4122;0;11052;0;9837;0;11900;0
25.07.2000;4156;0;11091;0;9881;1;11943;0
26.07.2000;4173;0;11103;0;9881;1;11961;0
27.07.2000;4216;0;11124;0;9881;1;11976;0
28.07.2000;4254;0;11161;0;9881;0;12011;0
29.07.2000;4303;0;11197;0;9923;0;12017;0
30.07.2000;4353;0;11206;0;9968;0;12024;0
31.07.2000;4401;0;11210;0;10006;0;12057;0
01.08.2000;4432;0;11223;0;10050;0;12073;0
02.08.2000;4480;0;11227;0;10062;0;12099;0
03.08.2000;4510;0;11233;0;10074;0;12139;0
04.08.2000;4552;0;11265;0;10085;0;12181;0
05.08.2000;4586;0;11290;0;10087;0;12187;0
06.08.2000;4592;0;11313;0;10135;0;12225;2
07.08.2000;4628;0;11352;0;10158;0;12225;2
08.08.2000;4660;0;11380;0;10164;0;12225;2
09.08.2000;4699;0;11395;0;10191;0;12225;2
10.08.2000;4736;0;11444;0;10224;0;12225;2
11.08.2000;4761;0;11463;0;10255;0;12225;2
12.08.2000;4788;0;11494;0;10258;0;12225;0
13.08.2000;4812;1;11527;0;10282;0;12249;0
14.08.2000;4812;1;11543;0;10326;0;12283;0
15.08.2000;4812;1;11556;0;10376;0;12301;0
16.08.2000;4812;0;11585;1;10413;0;12317;0
17.08.2000;4817;0;11585;1;10432;0;12346;0
18.08.2000;4837;0;11585;1;10481;0;12371;0
19.08.2000;4852;0;11585;1;10492;0;12402;0
20.08.2000;4875;0;11585;0;10523;2;12419;0
21.08.2000;4906;0;11605;0;10523;2;12427;0
22.08.2000;4934;0;11652;0;10523;2;12434;0
23.08.2000;4958;0;11655;0;10523;2;12443;0
24.08.2000;4984;0;11656;0;10523;0;12450;0
25.08.2000;4989;0;11691;0;10555;0;12474;0
26.08.2000;5033;0;11721;0;10590;0;12488;0
27.08.2000;5077;0;11732;0;10623;0;12516;0
28.08.2000;5096;0;11775;0;10655;0;12532;0
29.08.2000;5141;0;11816;0;10692;0;12550;0
30.08.2000;5169;0;11852;0;10701;0;12559;0
31.08.2000;5177;0;11878;0;10733;0;12592;0
01.09.2000;5194;0;11928;0;10747;0;12620;0
02.09.2000;5235;0;11929;0;10786;0;12641;0
03.09.2000;5277;0;11953;0;10793;0;12645;0
04.09.2000;5280;0;11954;0;10815;0;12651;0
05.09.2000;5314;0;11976;0;10821;0;12656;0
06.09.2000;5346;0;12007;0;10839;0;12684;0
07.09.2000;5348;0;12015;0;10888;0;12702;0
08.09.2000;5371;0;12026;0;10913;0;12734;0
09.09.2000;5399;0;12046;0;10945;0;12742;0
10.09.2000;5409;0;12048;0;10974;0;12751;0
11.09.2000;5418;0;12078;0;11002;0;12773;0
12.09.2000;5421;0;12109;0;11048;0;12802;0
13.09.2000;5469;0;12114;0;11056;0;12805;1
14.09.2000;5479;0;12118;2;11102;0;12805;1
15.09.2000;5499;0;12118;2;11152;0;12805;1
16.09.2000;5522;0;12118;2;11189;0;12805;1
17.09.2000;5565;1;12118;2;11208;0;12805;0
18.09.2000;5565;1;12118;0;11214;0;12845;0
19.09.2000;5565;1;12136;0;11251;0;12887;0
20.09.2000;5565;0;12154;0;11256;0;12931;0
21.09.2000;5583;0;12191;0;11299;1;12973;0
22.09.2000;5595;0;12226;0;11299;1;12992;0
23.09.2000;5621;0;12237;0;11299;1;13034;0
24.09.2000;5651;0;12243;0;11299;1;13080;0
25.09.2000;5682;0;12273;0;11299;0;13082;0
26.09.2000;5683;0;12294;0;11316;0;13097;0
27.09.2000;5700;0;12298;0;11334;0;13124;0
28.09.2000;5718;0;12334;0;11336;0;13171;0
29.09.2000;5741;0;12350;0;11354;0;13221;0
30.09.2000;5780;0;12400;0;11404;0;13240;0
01.10.2000;5810;0;12439;0;11420;0;13247;0
02.10.2000;5846;0;12451;0;11450;0;13255;0
03.10.2000;5863;0;12471;0;11489;0;13301;0
04.10.2000;5870;0;12487;0;11531;0;13331;0
05.10.2000;5903;0;12530;0;11544;0;13336;0
06.10.2000;5932;0;12578;0;11569;0;13350;0
07.10.2000;5954;0;12595;0;11573;0;13380;0
08.10.2000;5999;0;12638;0;11609;0;13397;0
09.10.2000;6049;0;12663;0;11614;0;13420;0
10.10.2000;6086;0;12679;0;11638;0;13435;0
11.10.2000;6092;0;12719;0;11647;0;13480;0
12.10.2000;6132;0;12764;0;11682;0;13518;0
13.10.2000;6163;0;12781;0;11717;0;13531;4
14.10.2000;6204;1;12815;0;11766;0;13531;4
15.10.2000;6204;1;12844;0;11804;0;13531;4
16.10.2000;6204;1;12882;0;11847;0;13531;4
17.10.2000;6204;1;12918;0;11894;0;13531;4
18.10.2000;6204;0;12939;1;11899;0;13531;4
19.10.2000;6241;0;12939;1;11944;0;13531;4
20.10.2000;6270;0;12939;1;11978;0;13531;4
21.10.2000;6275;0;12939;0;12024;0;13531;4
22.10.2000;6302;0;12952;0;12060;2;13531;4
23.10.2000;6349;0;12983;0;12060;2;13531;4
24.10.2000;6364;0;13018;0;12060;2;13531;4
25.10.2000;6408;0;13051;0;12060;2;13531;4
26.10.2000;6444;0;13057;0;12060;2;13531;4
27.10.2000;6462;0;13097;0;12060;2;13531;4
28.10.2000;6492;0;13138;0;12060;0;13531;4
29.10.2000;6519;0;13175;0;12093;0;13531;4
30.10.2000;6534;0;13209;0;12094;0;13531;4
31.10.2000;6584;0;13249;0;12098;0;13531;4
01.11.2000;6616;0;13282;0;12128;0;13531;4
02.11.2000;6647;0;13298;0;12178;0;13531;4
03.11.2000;6696;0;13333;0;12193;0;13531;0
04.11.2000;6746;0;13356;0;12214;0;13549;0
05.11.2000;6759;0;13370;0;12263;0;13577;0
06.11.2000;6802;0;13411;0;12285;0;13620;0
07.11.2000;6839;0;13445;0;12322;0;13643;0
08.11.2000;6889;0;13483;0;12324;0;13663;0
09.11.2000;6924;0;13528;0;12337;0;13691;0
10.11.2000;6950;0;13550;4;12377;0;13736;0
11.11.2000;6965;0;13550;4;12392;0;13754;0
12.11.2000;6989;0;13550;4;12437;0;13787;0
13.11.2000;6997;0;13550;4;12473;0;13815;0
14.11.2000;6998;1;13550;4;12490;0;13839;0
15.11.2000;6998;1;13550;4;12501;0;13851;0
16.11.2000;6998;1;13550;4;12550;0;13884;0
17.11.2000;6998;1;13550;4;12577;0;13923;0
18.11.2000;6998;0;13550;4;12594;0;13953;0
19.11.2000;7004;0;13550;4;12616;0;14002;0
20.11.2000;7038;0;13550;4;12663;0;14040;0
21.11.2000;7074;0;13550;4;12703;0;14058;0
22.11.2000;7082;0;13550;4;12709;0;14091;0
23.11.2000;7101;0;13550;4;12751;0;14095;0
24.11.2000;7123;0;13550;4;12769;0;14134;0
25.11.2000;7155;0;13550;4;12795;0;14181;0
26.11.2000;7177;0;13550;4;12836;0;14205;0
27.11.2000;7182;0;13550;4;12876;3;14219;0
28.11.2000;7225;0;13550;4;12876;3;14253;0
29.11.2000;7239;0;13550;4;12876;3;14261;0
30.11.2000;7278;0;13550;4;12876;3;14277;0
01.12.2000;7318;0;13550;4;12876;3;14322;0
02.12.2000;7363;0;13550;4;12876;3;14325;0
03.12.2000;7401;0;13550;4;12876;3;14356;0
04.12.2000;7409;0;13550;4;12876;3;14377;0
05.12.2000;7415;0;13550;4;12876;0;14423;0
06.12.2000;7457;0;13550;4;12926;0;14454;0
07.12.2000;7461;0;13550;4;12951;0;14472;1
08.12.2000;7492;0;13550;4;12958;0;14472;1
09.12.2000;7512;0;13550;4;12970;0;14472;1
10.12.2000;7525;0;13550;4;12997;0;14472;0
11.12.2000;7554;0;13550;4;13013;0;14490;0
12.12.2000;7581;0;13550;4;13052;0;14494;0
13.12.2000;7599;0;13550;4;13080;0;14538;0
14.12.2000;7635;0;13550;4;13101;0;14572;0
15.12.2000;7657;0;13550;4;13133;0;14599;0
16.12.2000;7701;1;13550;0;13163;0;14619;0
17.12.2000;7701;1;13591;0;13199;0;14665;0
18.12.2000;7701;1;13615;0;13226;0;14674;0
19.12.2000;7701;1;13620;0;13273;0;14712;0
20.12.2000;7701;0;13625;0;13304;0;14726;0
21.12.2000;7735;0;13660;0;13335;0;14731;0
22.12.2000;7778;0;13699;0;13362;0;14735;0
23.12.2000;7813;0;13702;0;13410;0;14745;0
24.12.2000;7816;0;13743;0;13412;0;14784;0
25.12.2000;7822;0;13744;0;13424;0;14811;0
26.12.2000;7840;0;13782;0;13455;0;14840;0
27.12.2000;7861;0;13796;0;13483;0;14887;0
28.12.2000;7902;0;13833;0;13533;0;14930;0
29.12.2000;7919;0;13852;0;13567;0;14942;1
30.12.2000;7920;0;13879;0;13613;0;14942;1
31.12.2000;7965;0;13899;0;13662;0;14942;1
01.01.2001;7975;0;13921;0;13706;0;14942;0
02.01.2001;7999;0;13948;0;13721;1;14954;0
03.01.2001;8039;0;13989;0;13721;1;14963;0
04.01.2001;8073;0;13996;0;13721;1;14988;0
05.01.2001;8104;0;14008;0;13721;0;15032;0
06.01.2001;8138;0;14050;0;13754;0;15053;0
07.01.2001;8139;1;14086;0;13801;0;15063;0
08.01.2001;8139;1;14122;0;13835;0;15077;0
09.01.2001;8139;1;14148;0;13880;0;15114;7
10.01.2001;8139;0;14151;0;13884;0;15114;7
11.01.2001;8188;0;14157;0;13891;0;15114;7
12.01.2001;8196;0;14162;0;13893;0;15114;7
13.01.2001;8229;0;14164;0;13894;0;15114;7
14.01.2001;8253;0;14198;0;13903;0;15114;7
15.01.2001;8255;0;14210;0;13936;0;15114;7
16.01.2001;8286;0;14211;0;13948;0;15114;7
17.01.2001;8334;0;14245;0;13969;0;15114;7
18.01.2001;8337;0;14261;0;13977;0;15114;7
19.01.2001;8367;0;14276;0;14024;0;15114;7
20.01.2001;8375;0;14319;0;14069;0;15114;7
21.01.2001;8381;0;14332;0;14098;0;15114;7
22.01.2001;8391;0;14375;2;14115;0;15114;7
23.01.2001;8425;0;14375;2;14135;0;15114;7
24.01.2001;8455;0;14375;2;14163;0;15114;7
25.01.2001;8492;0;14375;2;14207;0;15114;7
26.01.2001;8542;0;14375;2;14240;0;15114;7
27.01.2001;8543;0;14375;0;14252;0;15114;7
28.01.2001;8583;0;14406;0;14269;0;15114;7
29.01.2001;8618;0;14455;0;14286;0;15114;7
30.01.2001;8619;0;14478;0;14318;0;15114;7
31.01.2001;8646;0;14485;0;14341;2;15114;7
01.02.2001;8672;0;14507;0;14341;2;15114;7
02.02.2001;8692;0;14545;0;14341;2;15114;7
03.02.2001;8736;0;14547;0;14341;2;15114;7
04.02.2001;8784;0;14595;0;14341;0;15114;7
05.02.2001;8833;0;14601;0;14374;0;15114;7
06.02.2001;8845;0;14647;0;14407;0;15114;7
07.02.2001;8871;0;14675;0;14417;0;15114;7
08.02.2001;8918;0;14714;0;14431;0;15114;7
09.02.2001;8930;1;14722;0;14454;0;15114;7
10.02.2001;8930;1;14726;0;14496;0;15114;7
11.02.2001;8930;1;14761;0;14515;0;15114;7
12.02.2001;8930;1;14807;0;14545;0;15114;7
13.02.2001;8930;0;14842;0;14576;0;15114;7
14.02.2001;8960;0;14857;0;14579;0;15114;7
15.02.2001;8973;0;14865;0;14597;0;15114;7
16.02.2001;8995;0;14907;0;14628;0;15114;7
17.02.2001;9042;0;14955;0;14665;0;15114;7
18.02.2001;9051;0;15000;0;14696;0;15114;7
19.02.2001;9065;0;15042;0;14734;0;15114;7
20.02.2001;9093;0;15078;0;14775;0;15114;7
21.02.2001;9139;0;15087;0;14782;0;15114;7
22.02.2001;9151;0;15099;0;14798;0;15114;7
23.02.2001;9181;0;15103;0;14834;0;15114;7
24.02.2001;9199;0;15124;0;14868;0;15114;7
25.02.2001;9241;0;15147;1;14896;0;15114;7
26.02.2001;9265;0;15147;1;14942;0;15114;7
27.02.2001;9283;0;15147;1;14972;0;15114;7
28.02.2001;9316;0;15147;1;14985;0;15114;7
01.03.2001;9363;0;15147;0;15025;0;15114;7
02.03.2001;9410;0;15152;0;15059;0;15114;7
03.03.2001;9419;0;15179;0;15093;0;15114;7
04.03.2001;9427;0;15217;0;15116;0;15114;7
05.03.2001;9431;0;15249;0;15164;2;15114;7
06.03.2001;9456;0;15254;0;15164;2;15114;7
07.03.2001;9461;0;15258;0;15164;2;15114;7
08.03.2001;9467;0;15307;0;15164;2;15114;7
09.03.2001;9510;0;15335;0;15164;2;15114;7
10.03.2001;9520;0;15367;0;15164;2;15114;7
11.03.2001;9563;0;15372;0;15164;0;15114;7
12.03.2001;9591;0;15404;0;15195;0;15114;7
13.03.2001;9632;0;15414;0;15222;0;15114;7
14.03.2001;9647;0;15421;0;15247;0;15114;7
15.03.2001;9656;0;15423;0;15253;0;15114;7
16.03.2001;9673;0;15460;0;15279;5;15114;7
17.03.2001;9707;1;15473;0;15279;5;15114;7
18.03.2001;9707;1;15480;2;15279;5;15114;7
19.03.2001;9707;1;15480;2;15279;5;15114;7
20.03.2001;9707;0;15480;2;15279;5;15114;7
21.03.2001;9729;0;15480;2;15279;5;15114;7
22.03.2001;9757;0;15480;2;15279;5;15114;7
23.03.2001;9805;0;15480;0;15279;5;15114;7
24.03.2001;9848;0;15485;0;15279;5;15114;7
25.03.2001;9875;0;15496;0;15279;5;15114;7
26.03.2001;9877;0;15545;0;15279;5;15114;7
27.03.2001;9888;0;15580;0;15279;5;15114;7
28.03.2001;9902;0;15615;0;15279;5;15114;7
29.03.2001;9903;0;15630;0;15279;5;15114;7
30.03.2001;9937;0;15660;0;15279;5;15114;7
31.03.2001;9986;0;15668;0;15279;5;15114;7
01.04.2001;9998;0;15687;0;15279;5;15114;7
02.04.2001;10005;0;15688;0;15279;5;15114;7
03.04.2001;10024;0;15695;0;15279;5;15114;0
04.04.2001;10060;0;15726;0;15279;5;15133;0
05.04.2001;10085;0;15764;0;15279;5;15178;0
06.04.2001;10131;1;15769;0;15279;5;15187;0
07.04.2001;10131;1;15813;0;15279;5;15208;0
08.04.2001;10131;1;15828;0;15279;5;15238;0
09.04.2001;10131;0;15837;0;15279;5;15240;0
10.04.2001;10173;0;15876;0;15279;5;15265;0
11.04.2001;10178;0;15902;0;15279;5;15285;0
12.04.2001;10205;0;15930;0;15279;5;15309;0
13.04.2001;10252;0;15939;0;15279;5;15339;0
14.04.2001;10300;0;15956;0;15279;5;15366;0
15.04.2001;10307;0;15965;0;15279;5;15404;0
16.04.2001;10308;0;15966;0;15279;5;15424;0
17.04.2001;10358;0;15995;0;15279;5;15454;0
18.04.2001;10384;0;16036;0;15279;5;15473;0
19.04.2001;10416;0;16039;1;15279;5;15496;0
20.04.2001;10436;0;16039;1;15279;5;15527;0
21.04.2001;10449;0;16039;1;15279;5;15560;0
22.04.2001;10474;0;16039;0;15279;5;15569;0
23.04.2001;10498;0;16055;0;15279;5;15578;0
24.04.2001;10509;0;16059;0;15279;5;15583;0
25.04.2001;10515;0;16074;0;15279;5;15625;0
26.04.2001;10542;0;16118;0;15279;5;15662;0
27.04.2001;10581;0;16125;0;15279;5;15665;0
28.04.2001;10627;0;16158;0;15279;5;15683;0
29.04.2001;10648;0;16196;0;15279;5;15701;0
30.04.2001;10666;0;16203;0;15279;5;15706;0
01.05.2001;10701;1;16228;0;15279;5;15748;0
02.05.2001;10701;1;16244;0;15279;5;15751;0
03.05.2001;10701;1;16273;0;15279;5;15776;0
04.05.2001;10701;0;16274;0;15279;5;15778;0
05.05.2001;10711;0;16313;0;15279;5;15825;0
06.05.2001;10715;0;16357;0;15279;5;15827;0
07.05.2001;10725;0;16365;0;15279;5;15873;0
08.05.2001;10763;0;16401;0;15279;5;15892;0
09.05.2001;10811;0;16423;0;15279;5;15925;0
10.05.2001;10827;0;16431;0;15279;5;15954;0
11.05.2001;10829;0;16444;0;15279;5;16000;0
12.05.2001;10847;0;16492;0;15279;5;16020;0
13.05.2001;10866;0;16502;0;15279;5;16041;0
14.05.2001;10870;0;16549;0;15279;5;16051;0
15.05.2001;10879;0;16560;2;15279;5;16099;0
16.05.2001;10891;0;16560;2;15279;5;16134;0
17.05.2001;10924;0;16560;2;15279;5;16143;0
18.05.2001;10946;0;16560;2;15279;0;16149;0
19.05.2001;10957;0;16560;2;15291;0;16194;0
20.05.2001;10995;0;16560;2;15337;0;16209;0
21.05.2001;11015;0;16560;0;15348;0;16247;0
22.05.2001;11017;1;16585;0;15367;0;16285;0
23.05.2001;11017;1;16629;0;15409;0;16319;0
24.05.2001;11017;1;16649;0;15431;0;16365;0
25.05.2001;11017;1;16668;0;15475;0;16403;1
26.05.2001;11017;0;16718;0;15515;0;16403;1
27.05.2001;11028;0;16734;0;15544;0;16403;1
28.05.2001;11041;0;16735;0;15552;0;16403;1
29.05.2001;11048;0;16782;0;15571;0;16403;0
30.05.2001;11082;0;16829;0;15594;0;16411;0
31.05.2001;11090;0;16858;0;15595;0;16421;0
01.06.2001;11107;0;16897;0;15643;0;16470;0
02.06.2001;11137;0;16935;0;15687;0;16471;0
03.06.2001;11172;0;16983;0;15711;0;16500;0
04.06.2001;11187;0;17025;0;15749;0;16509;0
05.06.2001;11212;0;17047;0;15772;0;16517;0
06.06.2001;11230;0;17050;0;15778;0;16553;0
07.06.2001;11237;0;17071;0;15785;0;16555;0
08.06.2001;11257;0;17111;0;15804;0;16598;0
09.06.2001;11307;0;17120;0;15845;0;16635;0
10.06.2001;11321;0;17150;0;15856;0;16680;0
11.06.2001;11323;0;17183;0;15898;0;16727;0
12.06.2001;11353;0;17224;0;15940;0;16752;0
13.06.2001;11387;1;17268;0;15948;0;16760;0
14.06.2001;11387;1;17275;1;15977;0;16805;0
15.06.2001;11387;1;17275;1;16015;0;16850;0
16.06.2001;11387;0;17275;1;16027;0;16884;0
17.06.2001;11405;0;17275;0;16067;0;16908;0
18.06.2001;11443;0;17285;0;16116;0;16951;0
19.06.2001;11479;0;17313;0;16153;0;16986;0
20.06.2001;11511;0;17343;0;16200;0;17015;0
21.06.2001;11544;0;17375;0;16249;0;17059;0
22.06.2001;11582;0;17389;0;16293;0;17089;0
23.06.2001;11612;0;17407;0;16294;0;17133;0
24.06.2001;11647;0;17454;0;16338;0;17151;0
25.06.2001;11691;0;17488;0;16361;0;17159;0
26.06.2001;11721;0;17521;0;16364;0;17192;1
27.06.2001;11764;0;17535;0;16405;0;17192;1
28.06.2001;11769;0;17562;0;16413;0;17192;1
29.06.2001;11802;0;17585;0;16427;1;17192;0
30.06.2001;11803;0;17617;0;16427;1;17198;0
01.07.2001;11829;0;17667;0;16427;1;17234;0
02.07.2001;11869;0;17717;0;16427;1;17259;0
03.07.2001;11885;0;17723;0;16427;0;17296;0
04.07.2001;11894;0;17747;0;16432;0;17334;0
05.07.2001;11938;0;17780;0;16458;0;17382;0
06.07.2001;11946;0;17815;0;16480;0;17404;0
07.07.2001;11967;0;17859;0;16491;0;17426;0
08.07.2001;11983;0;17890;0;16537;0;17427;0
09.07.2001;12020;0;17908;0;16546;0;17447;0
10.07.2001;12031;0;17932;0;16552;0;17478;0
11.07.2001;12074;0;17953;0;16558;0;17489;0
12.07.2001;12094;0;17970;2;16590;0;17525;0
13.07.2001;12111;0;17970;2;16595;0;17538;0
